GaugeLID,Location,Latitude,Longitude,Waterbody,State,Action,Flood,Moderate,Major,LowThresh,LowThreshU
ATHT2,Lake Athens,32.210556,-95.765,North Texas Lakes,TX,,,,,,ft
ATHW3,Athelstane,45.387778,-88.303889,Peshtigo River,WI,6.5,9,11,12,,ft
ATIC1,Antioch,38.017778,-121.803056,Sacramento-San Joaquin Delta,CA,,,,,,ft
ATIT2,US 183,30.177778,-97.688333,Onion Creek,TX,15,17,23,27,,ft
ATKG1,Atkinson,31.220556,-81.8675,Satilla River,GA,11,13,19,22,,ft
ATKM5,Aitkin,46.540556,-93.707222,Mississippi River,MN,12,13,15,18,,ft
ATKO2,Atoka Lake,34.445278,-96.083333,North Boggy Creek,OK,,,,,,ft
ATLN4,Atlantic City Marina,39.3775,-74.423889,Absecon Channel,NJ,5.3,5.8,6.8,7.8,,ft
ATLO1,Atwood Dam Pool,40.526389,-81.285556,Tuscarawas River,OH,,,,,,ft
ATNA1,Athens (Capshaw),34.751667,-86.823056,Limestone Creek (AL),AL,10,12,16,20,,ft
ATNI4,Altoona I-80,41.656389,-93.546944,Fourmile Creek (Central IA),IA,,,,,,ft
ATNN1,Atkinson,42.486667,-98.911667,Elkhorn River,NE,6,7.5,9,10,,ft
ATNS2,Ashton,44.998333,-98.480556,James River,SD,12,13,14,16,,ft
ATOC1,Almaden Reservoir,37.1686,-121.8283,Alamitos Creek,CA,32,,35,,,ft
ATOK1,Altoona,37.529722,-95.674444,Verdigris River,KS,15,19,21,26,,ft
ATOT2,Alto,31.579167,-95.165278,Neches River,TX,15.5,16,18,20,,ft
ATPA3,Three Points,31.838889,-111.403611,Altar Wash,AZ,14,,,,,ft
ATRM4,Forest Lake,46.340833,-86.85,Au Train River,MI,,,,,,ft
ATSN5,Artesia,32.840833,-104.323889,Pecos River,NM,12,12.5,15,18,,ft
ATTN6,Attica,42.863889,-78.283889,Tonawanda Creek,NY,7,8,10,12,,ft
ATWC2,Atwood,40.539861,-103.266111,South Platte River,CO,9,11,12.5,14,,ft
ATWI2,Atwood,39.806389,-88.476111,Lake Fork (IL),IL,,,,,,ft
AUBM1,Auburn,44.072222,-70.2081,Androscoggin River,ME,11,13,19,22,,ft
AUBW1,Auburn,47.3125,-122.202778,Green River (WA),WA,,9,12,14,,ft
AUGA4,Augusta,35.294444,-91.394167,White River,AR,25.5,26,34,36,,ft
AUGG1,Augusta (Butler Creek),33.373611,-81.943056,Savannah River,GA,115.5,117.5,120.5,129.5,,ft
AUGP1,Three Springs,40.2125,-77.925556,Aughwick Creek,PA,,,,,,ft
AULM4,Au Train,46.431111,-86.835,Au Train River,MI,4,5,7,9,,ft
AUON6,Auburn,42.932222,-76.565278,Owasco Outlet,NY,7,8,9,10,,ft
AURO3,Aurora,45.233333,-122.750278,Pudding River,OR,21,22,26,29,,ft
AUSC1,Cazadero,38.506667,-123.068611,Austin Creek,CA,18.5,21,27,32,,ft
AUSG1,Austell,33.776389,-84.615556,Sweetwater Creek,GA,8,10,13,17,,ft
AUSN6,Au Sable Forks,44.451389,-73.643056,Au Sable River,NY,7,,,,,ft
AUTM4,Au Train,46.4125,-86.841667,Au Train River,MI,5,6,7.5,9,,ft
AVAO2,Alva,36.815,-98.647778,Salt Fork Arkansas River,OK,10,14.5,16.5,18,,ft
AVCN6,Avoca,42.397778,-77.417778,Cohocton River,NY,7,9,11,13,,ft
AVEP1,Avella,40.276389,-80.4675,Cross Creek,PA,,7,8,,-1.2,ft
AVLA1,Bevill Lock and Dam,33.210278,-88.288611,Tombigbee River,AL,122,122,135,138,,ft
AVLN4,Avalon,39.110833,-74.734167,Ingram Thorofare,NJ,5.2,5.7,6.7,7.7,,ft
AVLN5,Avalon Reservoir Dam,32.491389,-104.252222,Pecos River,NM,,,,,,ft
AVLN7,Asheville,35.608889,-82.578056,French Broad River,NC,6.5,9.5,13,18,,ft
AVOM4,Avoca,43.054444,-82.734722,Mill Creek,MI,6,,,,,ft
AVOM5,Avoca,43.949451,-95.50693,West Fork Des Moines River,MN,,,,,,ft
AVON6,Avon,42.917778,-77.7575,Genesee River,NY,30,33,37,40,,ft
AVTO2,Avant,36.485,-96.06,Bird Creek,OK,17,17,21,26,,ft
AWEC1,Welch Creek near Sunol,37.540556,-121.855278,Alameda Creek,CA,,,,,,ft
AWRN7,Arrowood Rd,35.139722,-80.911111,Sugar Creek NC,NC,13,14,15,16,,ft
AXDN1,Alexandria,40.235,-97.388889,Big Sandy Creek,NE,13,14,15.5,16,,ft
AXEP1,Axemann,40.889722,-77.794444,Spring Creek,PA,,,,,,ft
AXTV2,Alexandria,38.805278,-77.038333,Potomac River,VA,2.5,3.1,4.5,6.6,,ft
AYIT2,San Augustine,31.396111,-94.150833,Ayish Bayou,TX,11.5,12,16,17,,ft
AYLP1,Jermyn,41.522222,-75.53,Ayelsworth Creek Lake,PA,1764,,,,,ft
AYSG1,Waycross,31.238056,-82.324722,Satilla River,GA,14,16,18,20,,ft
AZAO3,Azalea,42.824843,-123.178949,Cow Creek,OR,8,,,,,ft
BABA3,Tombstone,31.700278,-110.314444,Babocomari River,AZ,4,,,,,ft
BABM2,Bel Air,39.541389,-76.33,Bynum Run,MD,6,9,13,17,,ft
BABW3,Baraboo,43.481667,-89.6359,Baraboo River,WI,14,16,22,23.1,,ft
BACT2,Bay City,28.973889,-96.012222,Colorado River (TX),TX,23,44,45,46,,ft
BADN7,Badin Lake,35.42,-80.095833,Yadkin River,NC,541,542,544,545,,ft
BAGA4,Batesville,35.760278,-91.641111,White River,AR,14,15,18,22,,ft
BAHK2,Barkley Lake Pool,37.024444,-88.222778,Cumberland River,KY,,,,,,ft
BAHN6,Bath,42.343611,-77.343611,Cohocton River,NY,9,11,13,14,,ft
BAHN7,Lake Mitchie,36.148611,-78.828611,Flat River,NC,15,16,18,20,,ft
BAIN6,Bainbridge,42.291389,-75.476667,Susquehanna River,NY,13,15,20,22,,ft
BAKF1,Baker,30.833333,-86.734722,Blackwater River (AL),FL,6,11,16,24,,ft
BAKI3,Columbus,39.200278,-85.926667,East Fork White River,IN,4.5,9,14,16,0.13,kcfs
BAKL1,Baker,30.596111,-91.094167,Comite River,LA,,,,,,ft
BALG1,Ball Ground,34.310556,-84.403333,Sharp Mountain Creek,GA,16,18,23,28,,ft
BAMT2,Ballinger,31.749167,-99.9475,Elm Creek (Colorado Basin WCTX),TX,6,7,10,14,,ft
BANK1,Barnes 4 NE,39.725833,-96.804444,Little Blue River,KS,19,21,23,40,,ft
BANN4,Blue Anchor,39.669167,-74.913333,Great Egg Harbor River,NJ,,,,,,ft
BANN8,Bantry,48.505556,-100.434444,Souris River,ND,1439,1440,1441,1443,,ft
BANV2,Bane,37.268056,-80.709722,Walker Creek,VA,10,11,14,17,,ft
BAPT2,Crabapple Road,30.1025,-98.510556,Blanco River,TX,4,7,17,30,,ft
BARF1,Bartow,27.901944,-81.8175,Peace River (FL),FL,7.6,8,9.2,10,,ft
BARK1,Barnes 5N,39.775833,-96.858056,Little Blue River,KS,11,16,33,38,,ft
BARK2,Barkley Lake Tailwater,37.025,-88.238889,Cumberland River,KY,,,,,,ft
BARL1,Lafitte,29.483056,-90.011111,Barataria Bay and Waterway,LA,,,,,,ft
BARM8,Barretts,45.116389,-112.749722,Beaverhead River,MT,,,,,,
BARN1,Barneston,40.044782,-96.587321,Big Blue River,NE,18,20,27,33,,ft
BARP1,Barbours,41.394167,-76.8,Loyalsock Creek,PA,13,,,,,ft
BASN4,Bayshore,39.9461,-74.1025,Barnegat Bay,NJ,1.2,1.7,2.7,3.7,,ft
BASV2,Bassett,36.77,-80.001111,Smith River,VA,8,,,,,ft
BATN4,Batsto,39.674444,-74.665,Mullica River,NJ,4,5,6,7,,ft
BATN6,The Battery,40.7,-74.013333,New York Harbor,NY,7,7.2,8.5,10,,ft
BAWT2,San Felipe,29.808333,-96.095556,Brazos River,TX,113.1,122.5,127.8,129.3,,ft
BAXG1,Baxley,31.938889,-82.353611,Altamaha River,GA,72.5,74.5,80,84,,ft
BAXK2,Baxter,36.861111,-83.325278,Cumberland River,KY,,,,,,ft
BAYI4,Bayard,41.779083,-94.492861,Middle Raccoon River (IA),IA,13,,,,,ft
BBBM6,Back Bay of Biloxi,30.415556,-88.975833,Tide Station (LIX),MS,,,,,,ft
BBBN4,Belvidere,40.843333,-75.046389,Beaver Brook,NJ,4,4.5,,,,ft
BBBV2,Blackberry Bridge,36.741667,-80.002778,Blackberry Creek,VA,5,6,10,12,,ft
BBCM7,Walnut Shade,36.717778,-93.206667,Bull Creek,MO,,9.5,,,1.2,ft
BBCW3,Babcock,44.302222,-90.1225,Yellow River (WI),WI,10,12,15.9,16.6,,ft
BBDI3,Broad Ripple Dam,39.874167,-86.140833,White River (IN),IN,5.5,8.5,14,,,ft
BBDS2,Big Bend Dam,44.038333,-99.445833,Missouri River,SD,,,,,,ft
BBGL1,Black Bayou near Gonzales,30.240278,-90.877222,Amite River Basin,LA,,,,,,ft
BBGN6,Bronx Botanical Gardens,40.862222,-73.874444,Bronx River,NY,,3,3.5,4,,ft
BBGS1,Blacksburg,35.123889,-81.588056,Broad River in NC/SC,SC,13,16,22,25,,ft
BBHL1,Hooper Road,30.560833,-91.020833,Beaver Bayou,LA,,,,,,ft
BBKL1,Bayou Boeuf at Kraemer,29.869167,-90.595278,Barataria Bay and Waterway,LA,,,,,,ft
BBMN4,Marlboro,40.319722,-74.214167,Big Brook,NJ,17,18,,,,ft
BBOL1,Amelia,29.668333,-91.098333,Bayou Boeuf,LA,,,,,,ft
BBOW3,West Baraboo,43.470833,-89.759444,Baraboo River,WI,7,9,10.5,12.5,,ft
BBPA4,Portland,33.235556,-91.535556,Bayou Bartholomew,AR,,,,,,ft
BBPO3,Bridgeport,44.5036,-117.7281,Burnt River,OR,,,,,,ft
BBRL1,Bayou Fountain near Baton Rouge,30.358333,-91.108056,Amite River Basin,LA,,,,,,ft
BBRM1,Depot Mountain,46.893889,-69.752222,Big Black River (ME),ME,11,12,14,16,,ft
BBRW4,Buffalo Bill Reservoir,44.419167,-109.257222,South Fork Shoshone River,WY,8.5,9.5,10.5,,,ft
BBSL1,Slidell,30.271389,-89.793611,Bayou Bonfouca,LA,,4,8,14,,ft
BBSM2,BIRCH BRANCH AT SHOWELL,38.409444,-75.2125,Birch Branch,MD,,,,,,ft
BBST2,Shepherd Drive,29.76,-95.408333,Buffalo Bayou,TX,17,28,29.5,32,,ft
BBVK2,Barbourville,36.862778,-83.8875,Cumberland River,KY,21.5,27,33,38,,ft
BBWA4,Wilmot,33.071389,-91.578056,Bayou Bartholomew,AR,,,,,,ft
BBZT2,Bryan,30.626667,-96.543889,Brazos River,TX,37,52,60,66,,ft
BCAT2,Lake Amon Carter,33.474167,-97.862778,North Texas Lakes,TX,,,,,,ft
BCBA3,Hwy 93 Bridge,34.541667,-113.444444,Burro Creek,AZ,,,,,,ft
BCBV2,Bristol,36.631667,-82.133889,Beaver Creek (VA),VA,10,12,,,,ft
BCCM7,Tiff City,36.670833,-94.603889,Buffalo Creek (MO),MO,11,,,,1,ft
BCCV2,Sherando,37.980556,-78.953333,Back Creek,VA,5,,,,,ft
BCDN7,BEAR CREEK DAM,35.241389,-83.072778,Bear Creek,NC,102,105,110,120,,ft
BCDV2,Big Cherry Dam,36.838333,-82.671667,SF Powell River,VA,46,48,,,,ft
BCDW1,Bucoda,46.772222,-122.923056,Skookumchuck River,WA,,13.5,15,17,,ft
BCFL1,I-10 at Bonnet Carre Floodway,30.068333,-90.39,Tide Station (LIX),LA,,,,,,ft
BCGI3,Greenfield,39.785861,-85.755972,Brandywine Creek in Indiana,IN,,,,,,ft
BCHI3,Big Chapman Lake near Warsaw,41.281389,-85.779722,Northern Indiana Lakes,IN,,,,,,
BCHM8,Hinsdale,48.420278,-107.171111,Beaver Creek (MT),MT,,,,,,
BCHP1,Blanchard,41.051667,-77.604722,Bald Eagle Creek,PA,,,,,,ft
BCHW3,Blanchardville,42.785556,-89.861111,Pecatonica River,WI,9,11,14,16,,ft
BCIC1,Bacon Island at Old River,37.942222,-121.532778,Sacramento-San Joaquin Delta,CA,,,,,,ft
BCIT2,I-35 Round Rock,30.512778,-97.686389,Brushy Creek,TX,,,,,,ft
BCKA1,Barry Steam Plant,31.002778,-88.011111,Mobile River,AL,7,12,17,22,,ft
BCKM2,Beckleysville,39.625833,-76.7725,Georges Run,MD,6,7,10,12,,ft
BCKN7,Mays Store,35.274722,-77.794444,Bear Creek,NC,,,,,,
BCKV2,Dundee,37.2275,-79.868333,Back Creek,VA,10,,,,,ft
BCLN7,Colony Road,35.175278,-80.830833,Briar Creek,NC,14,15,17,18,,ft
BCLS1,Longs,33.953333,-78.72,Buck Creek,SC,,,,,,ft
BCLV2,Beaver Creek Dam (HW) near Bristol 3ENE,36.641667,-82.111389,Beaver Creek (VA),VA,,,,,,ft
BCMF1,Middleburg,30.075833,-81.863889,Black Creek,FL,14,14.5,16.5,18.5,10.5,ft
BCMM8,Chinook,48.649444,-109.231667,Battle Creek (North-central MT),MT,,,,,,
BCNA1,Hwy 41 near Brewton 1NW,31.129722,-87.087222,Burnt Corn Creek,AL,11,16,22,33,,ft
BCNL1,Bonnet Carre North near Montz,30.001944,-90.466111,Mississippi River,LA,,,,,,ft
BCNT2,Needville,29.476389,-95.8125,Big Creek,TX,16,19,21,23,,ft
BCNV2,Burke Centre Regional Pond,38.785556,-77.295556,Unnamed Tributary,VA,,,,,,ft
BCNW4,Newcastle,43.858889,-104.106667,Stockade Beaver Creek,WY,10,12.5,14,16,,ft
BCOL1,Oak Grove,32.798889,-91.498889,Big Colewa Bayou,LA,90,,,,,ft
BCPT1,Powell,36.018333,-84.051667,Beaver Creek (TN),TN,,,,,,ft
BCRM4,Battle Creek,42.331389,-85.153611,Battle Creek,MI,3,4,5,6,,ft
BCRO1,Powers,41.659444,-84.248611,Bean Creek,OH,12,15,18,20,,ft
BCRS1,Quinby,34.243611,-79.745,Black Creek (SC),SC,7,10,15,18,,ft
BCRT2,Brady Creek Reservoir,31.138056,-99.385278,West Central Texas Lakes,TX,1743,,,,,ft
BCSI3,Shoals,38.673056,-86.745,Beaver Creek (IN),IN,5,7,9,,,ft
BCSL1,Bonnel Carre near Norco,29.9975,-90.424722,Mississippi River,LA,,,,,,ft
BCTA2,12 Mile Creek,65.3925,-145.7125,Birch Creek,AK,,,,,,
BCVC1,Boca Reservoir,39.388889,-120.095278,Little Truckee River,CA,5604,5605,5606,5607,,ft
BCVN7,Bat Cave,35.451389,-82.287222,Rocky Broad River,NC,6,7.5,8.5,9.5,,ft
BCVV2,Bacova,38.042222,-79.881667,Jackson River,VA,8,10,14,16,,ft
BCVW2,Butcherville,39.090556,-80.4675,West Fork River,WV,12,16,18,19.3,,ft
BCWG1,Waynesboro,33.118056,-81.963889,Brier Creek,GA,9,11,23,25,,ft
BDAL1,Bayou des Allemands at Des allemands,29.823889,-90.476667,Barataria Bay and Waterway,LA,,,,,,ft
BDAT2,Bandera,29.723611,-99.069722,Medina River,TX,10,13,14,24,,ft
BDBC1,Bend Bridge,40.288611,-122.185556,Sacramento River,CA,22,27,29.5,31,,ft
BDBN4,Bound Brook,40.560556,-74.548056,Middle Brook,NJ,10,11,,,,ft
BDCI3,Elwood,40.281111,-85.842472,Big Duck Creek,IN,,,,,,ft
BDCL1,Eunice,30.482778,-92.490556,Bayou Des Cannes,LA,14,16,18,21,,ft
BDCM2,Salisbury,38.353056,-75.5725,Beaverdam Creek,MD,,,,,,ft
BDCM8,Four Horns Canal near Browning,48.37,-112.801944,Badger Creek,MT,6,7,,,,ft
BDDI1,Diversion Dam,43.539722,-116.093611,Boise River,ID,,,,,,ft
BDDP1,Braddock Lock and Dam,40.3925,-79.860278,Monongahela River,PA,18.2,22,23,24,,ft
BDFI4,Bedford,40.660543,-94.716635,East Fork 102 River,IA,19,24,25,26,,ft
BDGM2,Bridgeport,39.678889,-77.234444,Monocacy River,MD,11,13,21,25,,ft
BDGM3,Bridgewater,41.93399,-70.956431,Taunton River,MA,7.5,8,12,14,,ft
BDGO3,Mitchell,44.726389,-120.300833,Bridge Creek,OR,,,,,,ft
BDKN4,Bound Brook,40.551111,-74.548333,Raritan River,NJ,26,28,30,33,,ft
BDLT2,Lake Daniel,32.647778,-98.869167,North Texas Lakes,TX,,,,,,ft
BDML1,Bayou Dupre at MRGO East,29.935278,-89.836667,Gulf Intracoastal Waterway,LA,,,,,,ft
BDMS1,Rock Hill,34.986667,-81.008333,Big Dutchman Creek,SC,8,9,13,15,,ft
BDRN4,Burlington,40.081459,-74.869447,Delaware River,NJ,8.8,9.3,10.3,11.3,,ft
BDWT2,Bardwell Lake,32.253333,-96.643889,North Texas Lakes,TX,,,,,,ft
BDWV2,Broadway,38.606667,-78.803611,Linville Creek,VA,8,14,16,20,,ft
BDXT1,Bordeaux,36.183056,-86.832222,Cumberland River,TN,30,34,40,44,,ft
BDYN1,Brady,41.019167,-100.371389,Platte River,NE,6,7.5,9,11,,ft
BEAA3,Beaver Dam,36.901944,-113.932778,Beaver Dam Wash,AZ,,,,,,ft
BEAC3,Beacon Falls,41.442222,-73.063056,Naugatuck River,CT,11.5,12,13,14,,ft
BEAI2,Beardstown,40.02028,-90.43667,Illinois River,IL,13,14,18,28,,ft
BEAN1,Beatrice,40.256764,-96.746952,Big Blue River,NE,16,18,26,32,,ft
BEAO3,Beaver,45.266667,-123.845833,Nestucca River,OR,16,18,,21,,ft
BEAP1,Beaver Falls,40.763333,-80.315278,Beaver River,PA,12,15,17,19,,ft
BEAS2,Buffalo Gap,43.463056,-103.305833,Beaver Creek (SD),SD,6,7.5,8.5,10,,ft
BEAT2,Beaumont,30.133056,-94.096389,Neches River,TX,4,4,7,10,,ft
BEAW3,Beaver Dam,43.44415,-88.845278,Beaverdam River,WI,841.5,843.5,845,846,,ft
BEAW4,Woodruff Narrows Reservoir,41.434444,-111.016944,Bear River,WY,,,,,,ft
BEBF1,US 231,30.320278,-85.455,Bear Creek,FL,20,24,28,30,,ft
BEBN1,Bennington,41.378849,-96.182876,Big Papillion Creek,NE,,,,,,
BECP1,Beech Creek Station,41.080833,-77.549722,Bald Eagle Creek,PA,10,11,13,14,,ft
BECV2,Bent Creek,37.536111,-78.829722,James River (VA),VA,15,16,18,22,,ft
BEDI3,Rivervale,38.770278,-86.409722,East Fork White River,IN,15,20,30,35,0.26,kcfs
BEDP1,Wolfsburg,40.045833,-78.529167,Raystown Branch Juniata River,PA,,,,,,ft
BEEO1,Hebron,39.988611,-82.475,South Fork Licking River (OH),OH,9,11,13,16.5,,ft
BEFS2,Belle Fourche Reservoir,44.736667,-103.674167,Belle Fourche River,SD,2975,,,,,ft
BEHM5,Blue Earth (105th St),43.6375,-94.114444,Blue Earth River,MN,,,,,,ft
BEHO1,Beach City Dam Pool,40.635,-81.558333,Tuscarawas River,OH,,,,,,ft
BEKN1,Benkelman,40.010278,-101.541944,S. Fork Republican River,NE,8,9,11,13,,ft
BEKT2,Beckville,32.327222,-94.353333,Sabine River,TX,25.5,26,30,35,,ft
BELA1,Bellwood (CR 45),31.159167,-85.784444,Choctawhatchee River,AL,11,14,,,,ft
BELC2,Eldorado Springs,39.932778,-105.305278,South Boulder Creek (CO),CO,4,4.5,5.5,7.5,,ft
BELG1,Bell,33.974167,-82.77,Broad River in GA,GA,24,26,27,28,,ft
BELM2,Bellegrove,39.649444,-78.344167,Sideling Hill Creek,MD,6.5,7.5,13,17,,ft
BELM6,Belzoni,33.1641,-90.4947,Yazoo River,MS,33,34,38,41,,ft
BELM8,Missoula,46.869167,-114.125833,Clark Fork River,MT,10.5,11,12,13,,ft
BELP1,Belden,40.071667,-78.492778,Dunning Creek,PA,,8,,,,ft
BELT1,Bellevue,36.054444,-86.928333,Harpeth River,TN,14,20,24,28,,ft
BELW2,Belington,39.029167,-79.936111,Tygart Valley River,WV,12,14,17,20,,ft
BEMM5,Bemidji,47.483333,-94.727778,Mississippi River,MN,,,,,,ft
BEMT2,Bellville,29.880833,-96.205,Mill Creek,TX,16,20,22,24,,ft
BEMW2,Bemis,38.8075,-79.7375,Shavers Fork  Cheat River,WV,13,16,17,18,,ft
BENF1,Bennett,30.384444,-85.556667,Econfina Creek,FL,9.6,10.6,11.8,,,ft
BENM2,Benson,39.52,-76.373056,Winters Run,MD,8,9,11,13,,ft
BENM5,Benson,45.311111,-95.625,Chippewa River (MN),MN,,,,,,ft
BENN1,Benkelman,40.034722,-101.542778,Republican River,NE,6,7,9,11,,ft
BENO3,Benham Falls,43.930278,-121.410833,Deschutes River (OR),OR,,,,,,ft
BENS1,Bennettsville,34.606111,-79.788611,Pee Dee River,SC,,,,,,ft
BERS2,Wanblee,43.536667,-101.798056,Bear in the Lodge Creek,SD,7,8,10,13,,ft
BERU1,Utah/Wyoming State Line,40.965278,-110.852778,Bear River,UT,7,8,9,9.5,,ft
BERV2,Berryville,39.1925,-78.068611,Dry Marsh Run,VA,6,8,10,12,,ft
BERW3,Berlin,43.953889,-88.9525,Fox River (North),WI,12,13,14.5,16,,ft
BESM4,Bessemer,46.511389,-90.074444,Black River,MI,9.5,10,12,14,,ft
BESN7,BESSEMER CITY 3 NE,35.306389,-81.234722,South Fork Catawba River,NC,8.5,9.5,12,14,,ft
BEST2,FM 2722 nr Sattler,29.808333,-98.230278,Bear Creek,TX,,,,,,ft
BETA2,Bethel,60.793333,-161.745556,Kuskokwim River,AK,7,8.5,12,14,,ft
BETK1,Burdett,38.162778,-99.642778,Buckner Creek,KS,15,16,21,25,,ft
BETN3,Bethlehem,44.268674,-71.6304,Ammonoosuc River,NH,7,8,12,14,,ft
BETN4,Beatties Dam,40.884444,-74.234444,Passaic River,NJ,10.3,11.3,,,,ft
BETP1,Bethlehem,40.615278,-75.379167,Lehigh River,PA,12,16,20,22,,ft
BEUO3,Beulah,43.9075,-118.153333,North Fork Malheur River,OR,,,,,,ft
BEVM4,Beaverton,43.866944,-84.545278,South Branch Tobacco River,MI,,,,,,ft
BEVN1,Beaver City,40.12,-99.893056,Beaver Creek,NE,10,11,13,15,,ft
BEVO1,BEVERLY,39.544444,-81.640833,Muskingum River,OH,26,29,34,40,,ft
BEVW2,Belleville Lock,39.118611,-81.7425,Ohio River,WV,33,35,38,45,,ft
BFAW4,Alva,44.789444,-104.480833,Belle Fourche River,WY,4,5,6,8,,ft
BFCG1,Clarkston,33.821389,-84.274722,Burnt Fork Creek,GA,8,9,11,14,,ft
BFCN7,Hendersonville,35.311944,-82.435278,Bat Fork Creek,NC,7.5,8,10,12,,ft
BFCV2,HAMPDEN SYDNEY,37.256944,-78.486667,Buffalo Creek (VA),VA,,,,,,ft
BFDF1,Branford (US 27),29.955212,-82.928992,Suwannee River,FL,22,25,31,36,,ft
BFEI1,Bonners Ferry,48.698056,-116.3125,Kootenai River,ID,57,64,70,78,,ft
BFFL1,Donaldsonville,30.096389,-91.005833,Bayou Lafourche,LA,,,,,,ft
BFFO2,Buffalo,36.851944,-99.315,Cimarron River,OK,8,9,10,12,,ft
BFFU1,Bluff,37.146944,-109.992222,San Juan River,UT,22,23,27,32,,ft
BFGL1,Bayou Francois at Hwy 61 near Gonzales,30.227222,-90.899444,Amite River Basin,LA,,,,,,ft
BFKW4,Moran,43.838056,-110.440833,Buffalo Fork,WY,8,8.5,9,,,ft
BFOG1,Oconee,32.891111,-82.961111,Buffalo Creek,GA,13,15,19,21,,ft
BFRI3,Bedford,38.836111,-86.521389,East Fork White River,IN,13,20,27,32,,ft
BFRW4,Moorcroft,44.321944,-105.000556,Belle Fourche River,WY,12,13,14,15,,ft
BFST2,Fischer Store Rd near Fischer,30.000583,-98.200361,Blanco River,TX,12,17,23,38,,ft
BFTI1,Blackfoot,43.125278,-112.518889,Snake River,ID,,,,,,ft
BFTN7,Beaufort Marine Lab,34.722222,-76.672222,Atlantic Coast,NC,,4.5,5.5,6.5,,ft
BFXV2,Fox Lair Regional Pond in Burke,38.794444,-77.262222,Unnamed Tributary,VA,,,,,,ft
BFYG1,Burton&#039;s Ferry,32.936379,-81.503172,Savannah River,GA,14,15,20,25,,ft
BFYM8,Belfry,45.009911,-109.065367,Clarks Fork of the Yellowstone,MT,,8,9,10,,ft
BGBM6,Bigbee,34.011389,-88.513611,Tombigbee River,MS,13,14,23,26,,ft
BGBW4,Story,44.5864,-107.2128,Big Goose Creek,WY,,,,,,
BGCM8,Antelope,48.672778,-104.511944,Big Muddy Creek,MT,10,12,,,,ft
BGCQ9,KM 1084.8 Alaska Highway,60.158333,-129.702778,Big Creek,AK,,,,,,ft
BGCS2,Whetstone River near Big Stone City,45.291667,-96.487222,Whetstone River,SD,11,12,15,20,,ft
BGCW4,Beaver Creek,44.763889,-107.074167,Big Goose Creek,WY,,,,,,ft
BGDA2,Big Delta,64.156944,-145.864444,Tanana River,AK,22,23,25,27,,ft
BGDG1,Nelson,34.374722,-84.3475,Long Swamp Creek,GA,,,,,,
BGDW4,Canyon,44.69514,-107.19189,Big Goose Creek,WY,,,,,,
BGEG1,Bainbridge (US 27),30.911389,-84.58,Flint River (GA),GA,22,25,27,36,,ft
BGET2,Breckenridge,32.648333,-99.004167,Big Sandy Creek (Brazos River Basin),TX,20,24,28,31,,ft
BGHM2,Brighton Dam,39.192222,-77.004444,Patuxent River,MD,8,9,,,,ft
BGHM8,Bighorn,46.124722,-107.468333,Bighorn River,MT,,,,,,ft
BGKM5,Big Lake at 164th Street,45.399167,-93.685,St. Francis River,MN,,,,,,ft
BGKM8,Big Lake Creek at Wisdom,45.618611,-113.456944,Big Hole River,MT,,,,,,
BGKT2,Karnack,32.738611,-94.2325,Big Cypress Creek,TX,,,,,,ft
BGLD1,Bridgeville,38.728333,-75.561944,Nanticoke River,DE,8,9.5,10.5,11.5,,ft
BGLM4,Bergland,46.5875,-89.541667,West Branch Ontonagon River,MI,5.5,8,,,,ft
BGLN4,Barnegat Light,39.761111,-74.108056,Barnegat Bay,NJ,3.2,3.7,4.7,5.7,,ft
BGMC2,Green Mountain Reservoir,39.880278,-106.333333,Blue River (CO),CO,10,10.5,,,,ft
BGNL1,Bay Gardene near Pointe a la Hache,29.585833,-89.606111,Breton Sound Basin,LA,,,,,,ft
BGPN1,Bridgeport,41.676667,-103.096944,North Platte River,NE,7,8,9,10,,ft
BGPN7,Montreat,35.637222,-82.312222,Flat Creek NC,NC,7,10,14,16,,ft
BGSN7,Tarheel,34.710278,-78.836389,Big Swamp,NC,15,16,,,,ft
BGSO2,Beggs,35.673889,-96.068333,Deep Fork River,OK,18,18,22,27,,ft
BGTM4,Garnet,46.118056,-85.365278,Black River (E Upper MI),MI,,,,,,ft
BGWA1,Fort Payne,34.438056,-85.767222,Big Wills Creek (AL),AL,10,11,13,20,,ft
BGWN7,Burgaw,34.598333,-77.875278,N.E. Cape Fear River,NC,7,10,12,16,,ft
BHBM3,Boston,42.353333,-71.053333,Boston Harbor,MA,11.5,12.5,15,16,,ft
BHBW4,Basin,44.383333,-108.0356,Big Horn River,WY,9.5,10.5,,,,ft
BHCG1,Milstead,33.661389,-83.927778,Big Haynes Creek,GA,9,12,17,22,,ft
BHDA3,Hoover Dam,36.015278,-114.737778,Colorado River,AZ,,,,,,ft
BHDI3,Linton,39.036833,-87.152194,Bee Hunter Ditch,IN,8,,,,,ft
BHDM8,Mudd Creek near Wisdom,45.8075,-113.3125,Big Hole River,MT,,,,,,
BHLI4,Lake View,42.30415,-95.041935,Black Hawk Lake (Western IA),IA,,,,,,ft
BHLO1,Beach City Dam Tailwater,40.635556,-81.553056,Tuscarawas River,OH,,,,,,ft
BHMW2,Bunker Hill,39.334722,-78.053333,Mill Creek (WV),WV,3.75,4.2,9,13,,ft
BHRM4,Birmingham,42.545833,-83.223611,Rouge River,MI,4.5,5.5,6,8,,ft
